Dato,Vannføring
2018-07-01 11:00:00Z,40
2018-07-02 11:00:00Z,41
2018-07-03 11:00:00Z,40
2018-07-04 11:00:00Z,39
2018-07-05 11:00:00Z,40
2018-07-06 11:00:00Z,35
2018-07-07 11:00:00Z,34
2018-07-08 11:00:00Z,37
2018-07-09 11:00:00Z,39
2018-07-10 11:00:00Z,36
2018-07-11 11:00:00Z,37
2018-07-12 11:00:00Z,39
2018-07-13 11:00:00Z,35
2018-07-14 11:00:00Z,38
2018-07-15 11:00:00Z,39
2018-07-16 11:00:00Z,36
2018-07-17 11:00:00Z,37
2018-07-18 11:00:00Z,37
2018-07-19 11:00:00Z,38
2018-07-20 11:00:00Z,35
2018-07-21 11:00:00Z,34
2018-07-22 11:00:00Z,38
2018-07-23 11:00:00Z,36
2018-07-24 11:00:00Z,36
2018-07-25 11:00:00Z,36
2018-07-26 11:00:00Z,36
2018-07-27 11:00:00Z,36
2018-07-28 11:00:00Z,36
2018-07-29 11:00:00Z,41
